from,to,weight,relation
Diaby,Gourcuff,0,no
Diaby,Malouda,0,no
Diaby,Ribéry,0,no
Diaby,Toulalan,0,no
Diaby,Anelka,0,no
Diaby,Cissé,1,no
Diaby,Gignac,0,no
Diaby,Govou,0,no
Diaby,Henry,1,no
Diaby,Valbuena,0,no
Diarra,Gourcuff,2,no
Diarra,Malouda,1,no
Diarra,Ribéry,0,no
Diarra,Toulalan,1,no
Diarra,Anelka,0,no
Diarra,Cissé,0,no
Diarra,Gignac,0,no
Diarra,Govou,1,no
Diarra,Henry,0,no
Diarra,Valbuena,0,no
Gourcuff,Malouda,0,no
Gourcuff,Ribéry,0,no
Gourcuff,Toulalan,0,no
Gourcuff,Anelka,0,no
Gourcuff,Cissé,0,no
Gourcuff,Gignac,0,no
Gourcuff,Govou,0,no
Gourcuff,Henry,0,no
Gourcuff,Valbuena,0,no
Malouda,Ribéry,0,no
Malouda,Toulalan,0,no
Malouda,Anelka,2,yes
Malouda,Cissé,0,no
Malouda,Gignac,0,no
Malouda,Govou,4,no
Malouda,Henry,0,no
Malouda,Valbuena,0,no
Ribéry,Toulalan,0,no
Ribéry,Anelka,0,no
Ribéry,Cissé,2,no
Ribéry,Gignac,0,no
Ribéry,Govou,0,no
Ribéry,Henry,0,no
Ribéry,Valbuena,2,no
Toulalan,Anelka,0,no
Toulalan,Cissé,0,no
Toulalan,Gignac,0,no
Toulalan,Govou,4,no
Toulalan,Henry,0,no
Toulalan,Valbuena,0,no
Anelka,Cissé,0,no
Anelka,Gignac,0,no
Anelka,Govou,0,no
Anelka,Henry,0,no
Anelka,Valbuena,0,no
Cissé,Gignac,0,no
Cissé,Govou,0,no
Cissé,Henry,0,no
Cissé,Valbuena,3,no
Gignac,Govou,0,no
Gignac,Henry,0,no
Gignac,Valbuena,0,no
Govou,Henry,0,no
Govou,Valbuena,0,no
Henry,Valbuena,0,no
